obj_id,ra,dec,g_mean_psf_mag,g_mean_psf_mag_error,r_mean_psf_mag,r_mean_psf_mag_error,i_mean_psf_mag,i_mean_psf_mag_error,z_mean_psf_mag,z_mean_psf_mag_error,y_mean_psf_mag,y_mean_psf_mag_error,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,target_separation (deg)
108060433160653302,43.316147,0.0523441,16.2203006744385,0.00636200001463294,15.0178003311157,0.00514800008386374,13.6738996505737,0.014491000212729,13.0581998825073,0.00582800013944507,12.7815999984741,0.00197499990463257,TOI-2445,43.31590764599040,0.05243862413777780,20.3613,57.557,-23.693,25.4004,2.57203910323848E-04
190920434335901238,43.433575,69.100395,,,12.9457998275757,0.00100000004749745,,,14.7295999526978,0.00265699997544289,,,TOI-1736,43.435022269870000,69.10140733854,11.3435,-46.468,-14.49,-25.34,0.0011362561388481400
94920436878433142,43.687817,-10.8977,,,13.1352996826172,0.00282500009052455,13.8725004196167,0.00100000004749745,,,,,WASP-50,43.68805906266,-10.8980625624,5.4865,3.383,8.913,25.24,4.33479577218005E-04
199860443229135119,44.322952,76.55361,,,21.2367000579834,0.171905994415283,20.0575008392334,0.0471099987626076,19.3929996490479,0.0366979986429214,18.7987995147705,0.0375620014965534,LHS 1478,44.326081461119600,76.55312598418530,54.9036,690.92,-399.894,0.0,8.7490770860591E-04
208300459558845811,45.956577,83.58742,10.8023996353149,0.0274720005691051,10.4925003051758,0.0956989973783493,9.81457042694092,0.0987159982323647,9.48206996917725,0.0860610008239746,9.84434986114502,0.0256220009177923,TOI-1669,45.9529446196,83.5875762543,8.9484,91.55,-34.591,-16.88,4.35635399011243E-04
156170467806347241,46.780647,40.147182,15.2372999191284,0.0026940000243485,14.0699996948242,0.0176439993083477,13.3872995376587,0.00185400003101677,13.0309000015259,0.00185300002340227,12.8465003967285,0.00206899992190301,TOI-6303,46.780464066849600,40.14732619555920,6.5873,33.035,-35.352,4.71,2.00676570142175E-04
138230484354917397,48.435444,25.197353,13.4871997833252,0.00338199990801513,12.8760004043579,,12.581000328064,,12.41100025177,,12.3242998123169,0.00556600000709295,HAT-P-25,48.43540885216,25.197413706430000,3.3128,13.49,-13.684,-11.82,6.81599723277455E-05
138350502757656660,50.275875,25.296793,,,,,,,17.0622997283936,0.015620999969542,16.6972999572754,0.0140000004321337,TOI-3682,50.27506129055,25.297345725240000,2.5213,34.818,-18.553,36.7,9.2025389208445E-04
128680505089689376,50.509014,17.24074,,,,,,,18.0548992156982,0.0200330000370741,17.8204002380371,0.0164059996604919,TOI-5076,50.50965571974,17.23996721536,12.0845,168.778,-176.012,70.28,9.86103728191557E-04
79410528182646308,52.81821,-23.819866,12.2629995346069,0.00295499991625547,11.7643003463745,0.0225889999419451,11.4753999710083,0.0181499999016523,12.4857997894287,0.0545470006763935,11.5514001846313,0.0154419997707009,WASP-22,52.8180279685,-23.819677944620000,3.1532,2.012,-26.579,-7.272,2.51688952535928E-04
134920528887481990,52.888756,22.434546,,,13.1237001419067,0.0846749991178513,14.253399848938,0.00130100001115352,,,,,K2-178,52.888889386350000,22.434865268840000,4.6157,-7.943,-10.844,0.435,3.42765123439076E-04
132710536514659992,53.651318,20.599474,,,,,,,13.558500289917,0.00115499994717538,15.7477998733521,0.00601099990308285,BD+20 594,53.65095551876000,20.59924159145,5.6384,36.44,-51.358,-20.61,4.10930630380108E-04
120060543882079853,54.38827,10.057756,13.5608997344971,0.00797099992632866,12.7910003662109,,12.4460000991821,,12.2480001449585,,12.1247997283936,0.00617899978533387,TOI-2537,54.388127663217100,10.057902557609700,5.4929,31.652,-36.262,61.27,2.03386743497391E-04
130940547514874581,54.751465,19.119978,16.0809001922607,0.00489400001242757,14.8985996246338,0.00551699986681342,13.8727998733521,0.00167000002693385,13.4201002120972,0.00178799999412149,13.2180004119873,0.00574300019070506,K2-88,54.75157023871,19.120173247910000,8.9652,-24.937,-47.959,3.16,2.19219506305252E-04
132880552295623971,55.229584,20.736084,13.0150003433228,,12.4790000915527,,12.2170000076294,,12.0600004196167,,11.9823999404907,4.46999998530373E-04,K2-177,55.22956281419,20.736085368830000,2.0213,11.456,0.868,19.317,1.96193893689819E-05
