sdss_id,in_boss,in_apogee,in_astra,has_been_observed,release,obs,mjd,ra_sdss_id,dec_sdss_id,catalogid21,catalogid25,distance
67679425,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.0684092614630,46.579131511300000,4259299449,27021597818726404,null
67763631,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.08306654678100,50.50275596702860,4260699541,27021597820120291,null
67129818,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,294.08392833623600,42.80950827034530,4257454391,27021597816886088,null
67151035,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.10389229826800,45.001351412915500,4258166075,27021597817595854,null
67689500,FALSE,FALSE,TRUE,TRUE,dr17,apo,57510,294.1214847212840,48.349806443208600,4260520954,27021597819942388,null
67125182,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,294.1378908993850,42.370405198587500,5374816144,27021598931056766,null
67120189,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,294.16316587424400,41.451729258901900,5374638899,27021598930879927,null
67679455,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.1688144693020,46.71461644790810,4259310221,27021597818737131,null
67151135,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.18918123388000,45.15152461944830,4258167514,27021597817597288,null
66677311,FALSE,FALSE,TRUE,TRUE,dr17,apo,55813,294.192118441847,39.6189723033245,5374119648,27021598930362091,null
67761112,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.2189136132730,49.47925407482580,4260609247,27021597820030383,null
67762221,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.2244433258330,50.07557626646890,4260693251,27021597820114023,null
67151144,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.2373431819370,45.19681212689280,4258213147,27021597817642809,null
67684986,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.2413063270980,47.27596539217460,4259364993,27021597818791713,null
67760961,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.26575173258800,49.314092266692200,4260563230,27021597819984536,null
67151142,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.26632448719300,45.204229225062300,4258213165,27021597817642827,null
67679439,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.27723246063300,46.675234592922100,4259298994,27021597818725952,null
67122305,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,294.2809672887080,42.29092909934030,5374816509,27021598931057130,null
68889818,FALSE,TRUE,TRUE,TRUE,sdss5,apo,59828,294.2910703122970,60.88129934065980,4268395101,27021599489145966,null
67678501,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.3255908387430,46.00226535924590,4258315818,27021597817745094,null
67684965,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.32625949499600,47.21754533502790,4259364459,27021597818791183,null
67150827,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.33639246149600,44.91822741930510,4258163967,27021597817593752,null
67763437,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.33851151590000,50.3365170271792,4260697000,27021597820117757,null
67762208,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.3508477109690,50.08095904650360,4260626152,27021597820047222,null
66674111,FALSE,FALSE,TRUE,TRUE,dr17,apo,55813,294.35655588675800,38.947341534567700,5373880903,27021599488811020,null
67150783,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.39094543549400,44.762952810360300,4258154625,27021597817584446,null
67679501,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.4556556853650,46.74353358099790,4259308531,27021597818735446,null
67679518,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.46273674978400,46.821400477698200,4259309668,27021597818736580,null
67761460,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.4639171785510,49.76504729565200,4260612976,27021597820034097,null
67760879,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.4685196109910,49.33097729897190,4260561799,27021597819983109,null
67684173,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.47836351078000,46.94586406860230,4259312635,27021597818739535,null
67152976,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.513247057378,45.981645694448900,4258310299,27021597817739595,null
67763826,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.5177310866890,50.670392685990600,4264686313,27021597824096643,null
67761544,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.52545761709300,49.87248455224970,4260613892,27021597820035009,null
67150952,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.5536785265820,45.08129842346700,4258160112,27021597817589906,null
67152809,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.56935408928700,45.67115954118640,4258304248,27021597817733572,null
67763813,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.57035895878100,50.67301464908250,4264686324,27021597824096654,null
67152896,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.5956214537170,45.87505739699460,4258308450,27021597817737752,null
67152985,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.5965568937500,46.04837214378050,4258311186,27021597817740479,null
67150901,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.6129863073080,45.06017402486530,4258159931,27021597817589725,null
67152973,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.6136894756120,45.98462660153720,4258309552,27021597817738850,null
67761553,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.62084689932500,49.8942208588764,4260613836,27021597820034953,null
67121266,FALSE,FALSE,TRUE,TRUE,dr17,apo,56557,294.6466163203100,41.884094109078900,5374819077,27021598931059693,null
67122051,FALSE,TRUE,TRUE,TRUE,dr17,apo,56368,294.6741519737310,42.07560443416190,5374828254,27021598931068846,null
67758023,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.6802180957100,49.14010918182970,4260541703,27021597819963075,null
67152925,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.6940256548380,45.866808656079400,4258307993,27021597817737300,null
67683955,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.6969359967150,46.720204495260600,4259288111,27021597818715101,null
67152937,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.7094717137680,45.969555091593500,4258309391,27021597817738689,null
67151320,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.81604398334600,45.30608361696020,4258209257,27021597817638931,null
67683877,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.8309734463020,46.6595764988939,4259286517,27021597818713513,null
67757845,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.83510372555800,48.982319063755700,4260536737,27021597819958124,null
67150564,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.84693393227100,45.034415827323400,4258158003,27021597817587807,null
67757958,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.85261602377100,49.05744637563570,4260539702,27021597819961079,null
67153486,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.8654661903440,46.2858126723256,4259264723,27021597818691815,null
67687466,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.8661051024600,48.63899229838600,4260519685,27021597819941121,null
67683927,FALSE,FALSE,TRUE,TRUE,dr17,apo,56439,294.8669254390720,46.79047955016330,4259287643,27021597818714633,null
67758468,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.88961595775700,49.379823373871500,4260581127,27021597820002369,null
67153540,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.9115880482720,46.49147219902030,4259269215,27021597818696292,null
67153482,FALSE,TRUE,TRUE,TRUE,dr17,apo,56439,294.94898112820000,46.43887415853680,4259268608,27021597818695688,null
67687458,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.9513912554370,48.65117032636320,4260518429,27021597819939870,null
67132258,FALSE,FALSE,TRUE,TRUE,dr17,apo,56463,294.95508066904700,44.149955269270800,4258104509,27021597817534489,null
67150665,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.97353226596500,45.213687190554500,4258204540,27021597817634223,null
67153122,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.97892813623300,46.00567472496160,4258234791,27021597817664378,null
67159070,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,294.989136623855,46.8383044934234,4259290301,27021597818717285,null
67763232,FALSE,FALSE,TRUE,TRUE,dr17,apo,57878,294.9963424697410,50.47004556288300,4264598795,27021597824009474,null
67684066,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,295.0027437822580,46.987338250163800,4259292833,27021597818719810,null
67158944,FALSE,FALSE,TRUE,TRUE,dr17,apo,56931,295.02172029405500,46.61920138292540,4259280238,27021597818707255,null
